n,checks,scaled,exact_risk,asymptotic_risk
1024,702,4.029794786066475,0.0064696846039362585,0.003923330708351456
1024,703,4.061044786066475,0.006151111041109513,0.0036897568590629408
1024,704,4.092294786066475,0.005846821023813548,0.0034687345536525936
1024,705,4.123544786066475,0.005556253532499406,0.0032596781855854253
1024,706,4.154794786066475,0.005278865268065496,0.0030620239580889663
1024,707,4.186044786066475,0.005014130320716228,0.0028752293981457026
1024,708,4.217294786066475,0.004761539832366914,0.002698772861744847
1024,709,4.248544786066475,0.004520601653504711,0.00253215303189385
1024,710,4.279794786066475,0.004290839995377103,0.002374888410825586
1024,711,4.311044786066475,0.004071795078341158,0.0022265168077719513
1024,712,4.342294786066475,0.003863022777168752,0.0020865948236094174
1024,713,4.373544786066475,0.0036640942640651644,0.0019546973336162935
1024,714,4.404794786066475,0.0034745956501210764,0.0018304169695162805
1024,715,4.436044786066475,0.003294127625881013,0.0017133636019176018
1024,716,4.467294786066475,0.0031223051016748527,0.0016031638241924965
1024,717,4.498544786066475,0.0029587568483231824,0.00149946043877794
1024,718,4.529794786066475,0.00280312513879203,0.0014019119468155262
1024,719,4.561044786066475,0.0026550653913380573,0.0013101920419862718
1024,720,4.592294786066475,0.0025142458146515025,0.0012239891093355254
1024,721,4.623544786066475,0.00238034705547122,0.0011430057298234039
1024,722,4.654794786066475,0.0022530618491140523,0.0010669581912782704
1024,723,4.686044786066475,0.0021320946733295104,0.0009955760063741232
1024,724,4.717294786066475,0.0020171614058604034,0.0009286014381978225
1024,725,4.748544786066475,0.0019079889860606257,0.0008657890339188239
1024,726,4.779794786066475,0.0018043150808928381,0.0008069051670227308
1024,727,4.811044786066475,0.0017058877556012848,0.0007517275885202057
1024,728,4.842294786066475,0.0016124651493284316,0.0007000449874951744
1024,729,4.873544786066475,0.0015238151559185831,0.0006516565613103681
1024,730,4.904794786066475,0.0014397151101270757,0.0006063715957444312
1024,731,4.936044786066475,0.0013599514794300782,0.0005640090552929634
1024,732,4.967294786066475,0.0012843195616074818,0.0005243971838259509
1024,733,4.998544786066475,0.001212623188249768,0.00048737311575617427
4096,2101,-2.98728542786705,0.9785433951556148,0.9756276207716083
4096,2102,-2.97166042786705,0.9779766921810658,0.9750318423193315
4096,2103,-2.95603542786705,0.9773975818597069,0.9744239010174814
4096,2104,-2.94041042786705,0.9768058667559418,0.9738036144768449
4096,2105,-2.92478542786705,0.9762013482654466,0.9731707992546417
4096,2106,-2.90916042786705,0.9755838266610588,0.972525270892252
4096,2107,-2.89353542786705,0.9749531011401011,0.9718668439541444
4096,2108,-2.87791042786705,0.9743089698731368,0.9711953320680026
4096,2109,-2.86228542786705,0.9736512300541589,0.9705105479660577
4096,2110,-2.84666042786705,0.9729796779522084,0.969812303527626
4096,2111,-2.83103542786705,0.9722941089644208,0.9691004098228532
4096,2112,-2.81541042786705,0.9715943176704949,0.9683746771576648
4096,2113,-2.79978542786705,0.970880097888579,0.9676349151199259
4096,2114,-2.78416042786705,0.9701512427325704,0.9668809326268032
4096,2115,-2.76853542786705,0.9694075446708165,0.9661125379733324
4096,2116,-2.75291042786705,0.968648795586214,0.9653295388821858
4096,2117,-2.73728542786705,0.9678747868376916,0.9645317425546356
4096,2118,-2.72166042786705,0.9670853093230702,0.9637189557227113
4096,2119,-2.70603542786705,0.9662801535432848,0.9628909847025426
4096,2120,-2.69041042786705,0.9654591096679557,0.9620476354488838
4096,2121,-2.67478542786705,0.9646219676022987,0.9611887136108109
4096,2122,-2.65916042786705,0.9637685170553529,0.9603140245885857
4096,2123,-2.64353542786705,0.9628985476095131,0.9594233735916753
4096,2124,-2.62791042786705,0.9620118487913483,0.9585165656979187
4096,2125,-2.61228542786705,0.9611082101436881,0.9575934059138301
4096,2126,-2.59666042786705,0.9601874212989547,0.9566536992360264
4096,2127,-2.58103542786705,0.9592492720537208,0.9556972507137662
4096,2128,-2.56541042786705,0.9582935524444707,0.9547238655125875
4096,2129,-2.54978542786705,0.9573200528245405,0.9537333489790294
4096,2130,-2.53416042786705,0.9563285639422114,0.9527255067064219
4096,2131,-2.51853542786705,0.9553188770199337,0.951700144601728
4096,2132,-2.50291042786705,0.9542907838346464,0.9506570689534206
4096,2133,-2.48728542786705,0.953244076799175,0.9495960865003747
4096,2134,-2.47166042786705,0.9521785490446659,0.9485170045017588
4096,2135,-2.45603542786705,0.951093994504036,0.9474196308079001
4096,2136,-2.44041042786705,0.9499902079963986,0.9463037739321082
4096,2137,-2.42478542786705,0.9488669853124381,0.94516924312343
4096,2138,-2.40916042786705,0.9477241233006923,0.9440158484403152
4096,2139,-2.39353542786705,0.9465614199547148,0.9428434008251684
4096,2140,-2.37791042786705,0.9453786745010726,0.9416517121797612
4096,2141,-2.36228542786705,0.944175687488148,0.9404405954414783
4096,2142,-2.34666042786705,0.9429522608756999,0.9392098646603729
4096,2143,-2.33103542786705,0.9417081981251509,0.937959335077
4096,2144,-2.31541042786705,0.9404433042905511,0.9366888232010002
4096,2145,-2.29978542786705,0.9391573861101853,0.9353981468904048
4096,2146,-2.28416042786705,0.9378502520987719,0.9340871254316299
4096,2147,-2.26853542786705,0.936521712640217,0.9327555796201278
4096,2148,-2.25291042786705,0.9351715800808716,0.9314033318416642
4096,2149,-2.23728542786705,0.9337996688232512,0.9300302061541859
4096,2150,-2.22166042786705,0.9324057954201664,0.9286360283702446
4096,2151,-2.20603542786705,0.930989778669221,0.9272206261399434
4096,2152,-2.19041042786705,0.9295514397076222,0.9257838290343664
4096,2153,-2.17478542786705,0.9280906021072615,0.9243254686294564
4096,2154,-2.15916042786705,0.9266070919700071,0.9228453785903019
4096,2155,-2.14353542786705,0.9251007380231625,0.9213433947557939
4096,2156,-2.12791042786705,0.9235713717150362,0.9198193552236151
4096,2157,-2.11228542786705,0.9220188273105703,0.918273100435516
4096,2158,-2.09666042786705,0.9204429419869734,0.9167044732628429
4096,2159,-2.08103542786705,0.9188435559293058,0.9151133190922702
4096,2160,-2.06541042786705,0.9172205124259584,0.913499485911698
4096,2161,-2.04978542786705,0.915573657963973,0.9118628243962672
4096,2162,-2.03416042786705,0.9139028423241461,0.9102031879944541
4096,2163,-2.01853542786705,0.9122079186758593,0.9085204330141922
4096,2164,-2.00291042786705,0.9104887436715793,0.9068144187089808
4096,2165,-1.9872854278670502,0.908745177540972,0.9050850073639332
4096,2166,-1.9716604278670502,0.9069770841845677,0.9033320643817141
4096,2167,-1.9560354278670502,0.9051843312669249,0.9015554583683254
4096,2168,-1.9404104278670502,0.9033667903092282,0.8997550612186846
4096,2169,-1.9247854278670502,0.901524336781266,0.8979307482019541
4096,2170,-1.9091604278670502,0.8996568501927258,0.8960823980465673
4096,2171,-1.8935354278670502,0.8977642141837479,0.8942098930249063
4096,2172,-1.8779104278670502,0.8958463166146795,0.8923131190375773
4096,2173,-1.8622854278670502,0.8939030496549674,0.8903919656972357
4096,2174,-1.8466604278670502,0.8919343098711301,0.8884463264119105
4096,2175,-1.8310354278670502,0.8899399983137514,0.8864760984677753
4096,2176,-1.8154104278670502,0.8879200206034312,0.8844811831113162
4096,2177,-1.7997854278670502,0.8858742870156391,0.8824614856308431
4096,2178,-1.7841604278670502,0.8838027125644073,0.8804169154372955
4096,2179,-1.7685354278670502,0.8817052170848051,0.8783473861442878
4096,2180,-1.7529104278670502,0.879581725314135,0.876252815647343
4096,2181,-1.7372854278670502,0.8774321669717928,0.874133126202264
4096,2182,-1.7216604278670502,0.8752564768377312,0.8719882445025877
4096,2183,-1.7060354278670502,0.8730545948294705,0.8698181017560701
4096,2184,-1.6904104278670502,0.8708264660775967,0.8676226337601523
4096,2185,-1.6747854278670502,0.8685720409996924,0.8654017809763506
4096,2186,-1.6591604278670502,0.8662912753726403,0.863155488603524
4096,2187,-1.6435354278670502,0.863984130403246,0.8608837066499601
4096,2188,-1.6279104278670502,0.8616505727971224,0.8585863900042339
4096,2189,-1.6122854278670502,0.859290574825783,0.8562634985047834
4096,2190,-1.5966604278670502,0.8569041143918864,0.8539149970081521
4096,2191,-1.5810354278670502,0.8544911750925831,0.851540855455846
4096,2192,-1.5654104278670502,0.8520517462809073,0.8491410489397548
4096,2193,-1.5497854278670502,0.8495858231251656,0.8467155577660879
4096,2194,-1.5341604278670502,0.8470934066662696,0.8442643675177702
4096,2195,-1.5185354278670502,0.8445745038729633,0.8417874691152545
4096,2196,-1.5029104278670502,0.8420291276948962,0.8392848588756957
4096,2197,-1.4872854278670502,0.8394572971134939,0.8367565385704399
4096,2198,-1.4716604278670502,0.8368590371905809,0.8342025154807817
4096,2199,-1.4560354278670502,0.8342343791147069,0.8316228024519385
4096,2200,-1.4404104278670502,0.8315833602451365,0.8290174179451981
4096,2201,-1.4247854278670502,0.8289060241534547,0.8263863860881917
4096,2202,-1.4091604278670502,0.8262024206627493,0.8237297367232459
4096,2203,-1.3935354278670502,0.8234726058843281,0.8210475054537727
4096,2204,-1.3779104278670502,0.8207166422519326,0.818339733688646
4096,2205,-1.3622854278670502,0.8179345985534086,0.8156064686845317
4096,2206,-1.3466604278670502,0.8151265499597999,0.8128477635861193
4096,2207,-1.3310354278670502,0.8122925780518278,0.81006367746422
4096,2208,-1.3154104278670502,0.8094327708437224,0.8072542753516889
4096,2209,-1.2997854278670502,0.8065472228043784,0.8044196282771319
4096,2210,-1.2841604278670502,0.8036360348757983,0.8015598132963588
4096,2211,-1.2685354278670502,0.8006993144887993,0.7986749135215471
4096,2212,-1.2529104278670502,0.7977371755759551,0.7957650181480771
4096,2213,-1.2372854278670502,0.7947497385817467,0.792830222479009
4096,2214,-1.2216604278670502,0.7917371304698988,0.7898706279471615
4096,2215,-1.2060354278670502,0.7886994847278807,0.7868863421347652
4096,2216,-1.1904104278670502,0.7856369413685494,0.7838774787906564
4096,2217,-1.1747854278670502,0.7825496469289192,0.7808441578449834
4096,2218,-1.1591604278670502,0.7794377544660374,0.7777865054213953
4096,2219,-1.1435354278670502,0.7763014235499559,0.7747046538466867
4096,2220,-1.1279104278670502,0.7731408202537811,0.7715987416578739
4096,2221,-1.1122854278670502,0.7699561171407934,0.768468913606676
4096,2222,-1.0966604278670502,0.7667474932486279,0.7653153206613799
4096,2223,-1.0810354278670502,0.7635151340705064,0.7621381200060676
4096,2224,-1.0654104278670502,0.7602592315335165,0.7589374750371858
4096,2225,-1.0497854278670502,0.7569799839739354,0.7557135553574388
4096,2226,-1.0341604278670502,0.7536775961095948,0.75246653676699
4096,2227,-1.0185354278670502,0.7503522790092879,0.7491966012519555
4096,2228,-1.0029104278670502,0.7470042500592222,0.7459039369701759
4096,2229,-0.9872854278670502,0.7436337329265204,0.7425887382342571
4096,2230,-0.9716604278670502,0.7402409575197763,0.7392512054918665
4096,2231,-0.9560354278670502,0.7368261599466753,0.7358915453032795
4096,2232,-0.9404104278670502,0.733389582468687,0.7325099703161666
4096,2233,-0.9247854278670502,0.7299314734528446,0.7291066992376187
4096,2234,-0.9091604278670502,0.7264520873206232,0.7256819568034061
4096,2235,-0.8935354278670502,0.722951684493935,0.7222359737444688
4096,2236,-0.8779104278670502,0.7194305313382582,0.718768986750641
4096,2237,-0.8622854278670502,0.7158889001029181,0.7152812384316085
4096,2238,-0.8466604278670502,0.7123270688585472,0.7117729772751056
4096,2239,-0.8310354278670502,0.7087453214317421,0.7082444576023553
4096,2240,-0.8154104278670502,0.7051439473369466,0.7046959395207618
4096,2241,-0.7997854278670502,0.7015232417055891,0.7011276888738621
4096,2242,-0.7841604278670502,0.6978835052125005,0.6975399771885503
4096,2243,-0.7685354278670502,0.6942250439996482,0.693933081619586
4096,2244,-0.7529104278670502,0.6905481695972149,0.6903072848914011
4096,2245,-0.7372854278670502,0.686853198842062,0.6866628752372227
4096,2246,-0.7216604278670502,0.6831404537936112,0.6830001463355289
4096,2247,-0.7060354278670502,0.6794102616471831,0.6793193972438586
4096,2248,-0.6904104278670502,0.6756629546448361,0.6756209323299969
4096,2249,-0.6747854278670502,0.6718988699837425,0.6719050612005584
4096,2250,-0.6591604278670502,0.6681183497221528,0.6681720986269966
4096,2251,-0.6435354278670502,0.6643217406829853,0.6644223644690626
4096,2252,-0.6279104278670502,0.6605093943550961,0.6606561835957467
4096,2253,-0.6122854278670502,0.6566816667922721,0.6568738858037292
4096,2254,-0.5966604278670502,0.652838918510001,0.6530758057333746
4096,2255,-0.5810354278670502,0.6489815143800677,0.6492622827823051
4096,2256,-0.5654104278670502,0.6451098235230335,0.6454336610165852
4096,2257,-0.5497854278670502,0.6412242191986484,0.6415902890795583
4096,2258,-0.5341604278670502,0.6373250786942566,0.637732520098373
4096,2259,-0.5185354278670502,0.6334127832112508,0.6338607115882395
4096,2260,-0.5029104278670502,0.6294877177496345,0.6299752253544593
4096,2261,-0.4872854278670502,0.6255502709907526,0.6260764273922713
4096,2262,-0.4716604278670502,0.62160083517825,0.622164687784561
4096,2263,-0.4560354278670502,0.617639805997326,0.6182403805974779
4096,2264,-0.4404104278670502,0.6136675824523397,0.6143038837740116
4096,2265,-0.4247854278670502,0.6096845667428386,0.610355579025575
4096,2266,-0.4091604278670502,0.6056911641380736,0.6063958517216473
4096,2267,-0.3935354278670502,0.6016877828500657,0.6024250907775281
4096,2268,-0.3779104278670502,0.5976748339052949,0.5984436885402585
4096,2269,-0.3622854278670502,0.5936527310150773,0.594452040672763
4096,2270,-0.3466604278670502,0.5896218904447026,0.59045054603627
4096,2271,-0.3310354278670502,0.5855827308813994,0.5864396065710691
4096,2272,-0.3154104278670502,0.5815356733012024,0.5824196271756633
4096,2273,-0.2997854278670502,0.5774811408347899,0.5783910155843777
4096,2274,-0.2841604278670502,0.5734195586323666,0.5743541822434854
4096,2275,-0.2685354278670502,0.5693513537276635,0.5703095401859143
4096,2276,-0.2529104278670502,0.5652769549011284,0.5662575049045964
4096,2277,-0.2372854278670502,0.5611967925423795,0.562198494224527
4096,2278,-0.2216604278670502,0.5571112985120004,0.5581329281735968
4096,2279,-0.2060354278670502,0.5530209060027451,0.5540612288522658
4096,2280,-0.1904104278670502,0.5489260494002343,0.5499838203021442
4096,2281,-0.1747854278670502,0.5448271641432122,0.5459011283735491
4096,2282,-0.1591604278670502,0.5407246865834442,0.5418135805921079
4096,2283,-0.1435354278670502,0.5366190538453272,0.5377216060244746
4096,2284,-0.1279104278670502,0.5325107036852897,0.5336256351432319
4096,2285,-0.1122854278670502,0.5284000743510575,0.529526099691049
4096,2286,-0.0966604278670502,0.5242876044408589,0.525423432544167
4096,2287,-0.0810354278670502,0.5201737327626461,0.5213180675752823
4096,2288,-0.0654104278670502,0.5160588981934078,0.5172104395159037
4096,2289,-0.0497854278670502,0.5119435395386471,0.5131009838182515
4096,2290,-0.0341604278670502,0.5078280953921004,0.5089901365167758
4096,2291,-0.018535427867050203,0.5037130039957708,0.5048783340893651
4096,2292,-0.0029104278670502026,0.49959870310035065,0.500766013318319
4096,2293,0.012714572132949797,0.49548562982610617,0.4966536111511603
4096,2294,0.028339572132949797,0.4913742205242976,0.49254156456135767
4096,2295,0.0439645721329498,0.4872649106392073,0.4884303104090363
4096,2296,0.0595895721329498,0.48315813457084716,0.4843202853017477
4096,2297,0.0752145721329498,0.47905432553841754,0.48021192545537367
4096,2298,0.0908395721329498,0.4749539154445874,0.476105666555239
4096,2299,0.1064645721329498,0.4708573347406655,0.472001943617505
4096,2300,0.1220895721329498,0.46676501229273226,0.46790119085091897
4096,2301,0.1377145721329498,0.46267737524880004,0.4638038415189917
4096,2302,0.1533395721329498,0.4585948489070686,0.4597103278026762
4096,2303,0.1689645721329498,0.4545178565853428,0.455621080663621
4096,2304,0.1845895721329498,0.4504468194916781,0.45153652970806846
4096,2305,0.2002145721329498,0.446382156596316,0.44745710305147157
4096,2306,0.2158395721329498,0.44232428450497674,0.44338322718389866
4096,2307,0.2314645721329498,0.43827361733356607,0.43931532683629815
4096,2308,0.2470895721329498,0.4342305665843621,0.4352538248476919
4096,2309,0.2627145721329498,0.4301955410237383,0.4311991420333667
4096,2310,0.2783395721329498,0.4261689465614831,0.4271516970541331
4096,2311,0.2939645721329498,0.4221511861317727,0.4231119062867181
4096,2312,0.3095895721329498,0.41814265957585306,0.4190801836953594
4096,2313,0.3252145721329498,0.41414376352648546,0.41505694070466675
4096,2314,0.3408395721329498,0.4101548912942097,0.41104258607381544
